STUDENT_ID,FIRST_NAME,LAST_NAME,GENDER,DOB,COLLEGE_ID,PROGRAM,BRANCH,GRAD_YEAR,CGPA,CITY,STATE,COUNTRY,SEGMENT,UPDATED_AT
ST00037,Rahul_37,Jain_37,M,2001-10-13,CL4674,MBA,CSE,2023,9.19,Kolkata,WB,India,REGULAR,2026-01-01 23:05:00
ST00038,Sanjay_38,Kumar_38,M,2001-04-07,CL4674,M.Tech,AI&DS,2016,7.71,Chennai,TN,India,VIP,2026-01-04 03:52:00
ST00039,Vikram_39,Shah_39,M,2001-12-23,CL2515,M.Tech,BBA,2016,7.97,Delhi,DL,India,VIP,2026-01-03 07:24:00
ST00040,Anita_40,Sharma_40,F,2001-10-03,CL1514,B.Tech,ECE,2019,6.34,Delhi,DL,India,PREMIUM,2026-01-01 19:06:00
ST00041,Ajay_41,Mishra_41,M,2001-10-21,CL2625,MBA,CIVIL,2024,7.54,Kattankulathur,TN,India,PREMIUM,2026-01-03 01:30:00
ST00042,Vikram_42,Shah_42,M,2001-12-23,CL4340,M.Tech,BBA,2019,7.97,Delhi,DL,India,VIP,2026-01-04 06:50:00
ST00043,Arjun_43,Mehta_43,F,2001-09-28,CL3868,M.Tech,MBA,2025,9.28,Pune,MH,India,REGULAR,2026-01-01 15:01:00
ST00044,Pooja_44,Saxena_44,M,2001-11-09,CL1473,M.Tech,CIVIL,2023,6.25,Pilani,RJ,India,PREMIUM,2026-01-01 09:34:00
ST00045,Pooja_45,Saxena_45,M,2001-11-09,CL0866,M.Tech,CIVIL,2020,6.25,Pilani,RJ,India,PREMIUM,2026-01-03 06:08:00
ST00046,Arjun_46,Mehta_46,F,2001-09-28,CL3328,M.Tech,MBA,2021,9.28,Pune,MH,India,REGULAR,2026-01-02 01:43:00
ST00047,Vikram_47,Shah_47,M,2001-12-23,CL4084,M.Tech,BBA,2019,7.97,Delhi,DL,India,VIP,2026-01-03 14:02:00
ST00048,Pooja_48,Saxena_48,M,2001-11-09,CL0055,M.Tech,CIVIL,2020,6.25,Pilani,RJ,India,PREMIUM,2026-01-03 13:25:00
ST00049,Sneha_49,Nair_49,M,2001-01-07,CL1956,M.Tech,CIVIL,2025,7.79,Kattankulathur,TN,India,REGULAR,2026-01-01 18:17:00
ST00050,Rahul_50,Jain_50,M,2001-10-13,CL4421,MBA,CSE,2021,9.19,Kolkata,WB,India,REGULAR,2026-01-04 01:33:00
ST00051,Rahul_51,Jain_51,M,2001-10-13,CL4129,MBA,CSE,2025,9.19,Kolkata,WB,India,REGULAR,2026-01-03 14:26:00
ST00052,Deepa_52,Patel_52,M,2001-12-03,CL1031,M.Tech,MBA,2023,8.55,Tiruchirappalli,TN,India,VIP,2026-01-04 18:23:00
ST00053,Karthik_53,Raj_53,F,2001-11-13,CL2561,M.Tech,IT,2018,6.2,Chennai,TN,India,VIP,2026-01-01 19:40:00
ST00054,Lakshmi_54,Menon_54,M,2001-10-16,CL4471,M.Tech,EEE,2020,8.46,Hyderabad,TS,India,PREMIUM,2026-01-02 19:14:00
ST00055,Sunita_55,Verma_55,M,2001-08-09,CL3171,M.Tech,AI&DS,2018,6.46,Chennai,TN,India,REGULAR,2026-01-02 21:27:00
ST00056,Ajay_56,Mishra_56,M,2001-10-21,CL0363,MBA,CIVIL,2022,7.54,Kattankulathur,TN,India,PREMIUM,2026-01-04 06:41:00
ST00057,Karthik_57,Raj_57,F,2001-11-13,CL2975,M.Tech,IT,2021,6.2,Chennai,TN,India,VIP,2026-01-04 08:19:00
ST00058,Deepa_58,Patel_58,M,2001-12-03,CL3438,M.Tech,MBA,2025,8.55,Tiruchirappalli,TN,India,VIP,2026-01-02 20:06:00
ST00059,Kavya_59,Iyer_59,M,2001-09-16,CL0030,B.Tech,DS,2024,7.29,Coimbatore,TN,India,REGULAR,2026-01-03 18:16:00
ST00060,Pooja_60,Saxena_60,M,2001-11-09,CL3927,M.Tech,CIVIL,2024,6.25,Pilani,RJ,India,PREMIUM,2026-01-01 13:35:00
ST00061,Naveen_61,Chopra_61,M,2001-10-08,CL2360,B.Tech,MBA,2022,6.91,Manipal,KA,India,PREMIUM,2026-01-04 04:01:00
ST00062,Neha_62,Gupta_62,M,2001-10-25,CL0664,B.Tech,MECH,2022,7.59,Chennai,TN,India,REGULAR,2026-01-01 17:21:00
ST00063,Kavya_63,Iyer_63,M,2001-09-16,CL2117,B.Tech,DS,2017,7.29,Coimbatore,TN,India,REGULAR,2026-01-03 22:14:00
ST00064,John_64,David_64,F,2001-01-07,CL0281,MBA,BBA,2023,6.56,Tiruchirappalli,TN,India,REGULAR,2026-01-03 20:26:00
ST00065,Naveen_65,Chopra_65,M,2001-10-08,CL2484,B.Tech,MBA,2018,6.91,Manipal,KA,India,PREMIUM,2026-01-03 13:21:00
ST00066,Naveen_66,Chopra_66,M,2001-10-08,CL1884,B.Tech,MBA,2019,6.91,Manipal,KA,India,PREMIUM,2026-01-03 16:52:00
ST00067,Sunita_67,Verma_67,M,2001-08-09,CL2038,M.Tech,AI&DS,2024,6.46,Chennai,TN,India,REGULAR,2026-01-03 22:07:00
,Amit_68,,M,2001-03-08,CL2075,B.Tech,CSE,2018,,Manipal,KA,India,PREMIUM,2026-01-03 08:50:00
ST00069,Rahul_69,Jain_69,M,2001-10-13,CL0407,MBA,CSE,2018,9.19,Kolkata,WB,India,REGULAR,2026-01-02 23:47:00
ST00070,Amit_70,Singh_70,M,2001-03-08,CL1052,B.Tech,CSE,2023,7.87,Manipal,KA,India,PREMIUM,2026-01-04 04:52:00
ST00071,Naveen_71,Chopra_71,M,2001-10-08,CL0356,B.Tech,MBA,2024,6.91,Manipal,KA,India,PREMIUM,2026-01-01 23:02:00
ST00072,John_72,David_72,F,2001-01-07,CL1003,MBA,BBA,2024,6.56,Tiruchirappalli,TN,India,REGULAR,2026-01-02 22:25:00
ST00073,Sanjay_73,Kumar_73,M,2001-04-07,CL2030,M.Tech,AI&DS,2025,7.71,Chennai,TN,India,VIP,2026-01-02 14:48:00
ST00074,Divya_74,Patel_74,F,2001-09-27,CL3365,M.Tech,IT,2019,8.05,Chennai,TN,India,REGULAR,2026-01-03 13:53:00
ST00075,Naveen_75,Chopra_75,M,2001-10-08,CL1347,B.Tech,MBA,2022,6.91,Manipal,KA,India,PREMIUM,2026-01-04 03:00:00
ST00076,Naveen_76,Chopra_76,M,2001-10-08,CL1096,B.Tech,MBA,2020,6.91,Manipal,KA,India,PREMIUM,2026-01-02 02:24:00
ST00077,John_77,David_77,F,2001-01-07,CL0790,MBA,BBA,2016,6.56,Tiruchirappalli,TN,India,REGULAR,2026-01-03 11:24:00
ST00078,Amit_78,Singh_78,M,2001-03-08,CL1873,B.Tech,CSE,2023,7.87,Manipal,KA,India,PREMIUM,2026-01-02 22:54:00
ST00079,Lakshmi_79,Menon_79,M,2001-10-16,CL1114,M.Tech,EEE,2023,8.46,Hyderabad,TS,India,PREMIUM,2026-01-01 22:52:00
ST00080,Deepa_80,Patel_80,M,2001-12-03,CL1919,M.Tech,MBA,2023,8.55,Tiruchirappalli,TN,India,VIP,2026-01-02 00:28:00
ST00081,Arjun_81,Mehta_81,F,2001-09-28,CL0085,M.Tech,MBA,2022,9.28,Pune,MH,India,REGULAR,2026-01-01 21:07:00
ST00082,Amit_82,Singh_82,M,2001-03-08,CL4745,B.Tech,CSE,2021,7.87,Manipal,KA,India,PREMIUM,2026-01-04 11:52:00
,Deepa_83,,M,2001-12-03,CL4105,M.Tech,MBA,2017,,Tiruchirappalli,TN,India,VIP,2026-01-01 10:59:00
ST00084,Lakshmi_84,Menon_84,M,2001-10-16,CL2406,M.Tech,EEE,2019,8.46,Hyderabad,TS,India,PREMIUM,2026-01-03 22:01:00
ST00085,Amit_85,Singh_85,M,2001-03-08,CL2549,B.Tech,CSE,2024,7.87,Manipal,KA,India,PREMIUM,2026-01-04 09:44:00
ST00086,Neha_86,Gupta_86,M,2001-10-25,CL1346,B.Tech,MECH,2019,7.59,Chennai,TN,India,REGULAR,2026-01-03 08:45:00
ST00087,Karthik_87,Raj_87,F,2001-11-13,CL1961,M.Tech,IT,2022,6.2,Chennai,TN,India,VIP,2026-01-02 05:36:00
ST00088,Sneha_88,Nair_88,M,2001-01-07,CL0852,M.Tech,CIVIL,2020,7.79,Kattankulathur,TN,India,REGULAR,2026-01-02 11:03:00
ST00089,Pooja_89,Saxena_89,M,2001-11-09,CL4154,M.Tech,CIVIL,2025,6.25,Pilani,RJ,India,PREMIUM,2026-01-03 12:46:00
ST00090,Anita_90,Sharma_90,F,2001-10-03,CL0049,B.Tech,ECE,2019,6.34,Delhi,DL,India,PREMIUM,2026-01-03 05:11:00
ST00091,Lakshmi_91,Menon_91,M,2001-10-16,CL2291,M.Tech,EEE,2023,8.46,Hyderabad,TS,India,PREMIUM,2026-01-03 13:16:00
ST00092,Kavya_92,Iyer_92,M,2001-09-16,CL1839,B.Tech,DS,2021,7.29,Coimbatore,TN,India,REGULAR,2026-01-01 13:05:00
ST00093,Sanjay_93,Kumar_93,M,2001-04-07,CL3945,M.Tech,AI&DS,2018,7.71,Chennai,TN,India,VIP,2026-01-02 13:31:00
ST00094,Karthik_94,Raj_94,F,2001-11-13,CL3516,M.Tech,IT,2018,6.2,Chennai,TN,India,VIP,2026-01-04 01:45:00
ST00095,Neha_95,Gupta_95,M,2001-10-25,CL4566,B.Tech,MECH,2023,7.59,Chennai,TN,India,REGULAR,2026-01-02 10:41:00
ST00096,Karthik_96,Raj_96,F,2001-11-13,CL2682,M.Tech,IT,2021,6.2,Chennai,TN,India,VIP,2026-01-02 20:10:00
ST00097,Amit_97,Singh_97,M,2001-03-08,CL3116,B.Tech,CSE,2021,7.87,Manipal,KA,India,PREMIUM,2026-01-03 07:37:00
ST00098,Lakshmi_98,Menon_98,M,2001-10-16,CL1142,M.Tech,EEE,2019,8.46,Hyderabad,TS,India,PREMIUM,2026-01-01 09:24:00
ST00099,Meera_99,Das_99,M,2001-11-18,CL4827,MBA,IT,2019,9.75,Kattankulathur,TN,India,REGULAR,2026-01-04 08:59:00
ST00100,Pooja_100,Saxena_100,M,2001-11-09,CL3642,M.Tech,CIVIL,2020,6.25,Pilani,RJ,India,PREMIUM,2026-01-03 03:57:00
ST00101,Ajay_101,Mishra_101,M,2001-10-21,CL1271,MBA,CIVIL,2016,7.54,Kattankulathur,TN,India,PREMIUM,2026-01-02 01:45:00
ST00102,Meera_102,Das_102,M,2001-11-18,CL4493,MBA,IT,2017,9.75,Kattankulathur,TN,India,REGULAR,2026-01-03 16:09:00
ST00103,Deepa_103,Patel_103,M,2001-12-03,CL2527,M.Tech,MBA,2025,8.55,Tiruchirappalli,TN,India,VIP,2026-01-03 00:38:00
ST00104,Vivek_104,Reddy_104,M,2001-11-10,CL1376,MBA,ECE,2023,7.85,Kolkata,WB,India,PREMIUM,2026-01-01 18:16:00
ST00105,Sunita_105,Verma_105,M,2001-08-09,CL2931,M.Tech,AI&DS,2018,6.46,Chennai,TN,India,REGULAR,2026-01-01 23:18:00
ST00106,Meera_106,Das_106,M,2001-11-18,CL2509,MBA,IT,2016,9.75,Kattankulathur,TN,India,REGULAR,2026-01-03 00:47:00
ST00107,Sanjay_107,Kumar_107,M,2001-04-07,CL3652,M.Tech,AI&DS,2022,7.71,Chennai,TN,India,VIP,2026-01-02 12:00:00
ST00108,Sunita_108,Verma_108,M,2001-08-09,CL1585,M.Tech,AI&DS,2023,6.46,Chennai,TN,India,REGULAR,2026-01-04 20:03:00
ST00109,Amit_109,Singh_109,M,2001-03-08,CL2586,B.Tech,CSE,2016,7.87,Manipal,KA,India,PREMIUM,2026-01-03 03:04:00
ST00110,Ajay_110,Mishra_110,M,2001-10-21,CL4561,MBA,CIVIL,2024,7.54,Kattankulathur,TN,India,PREMIUM,2026-01-03 09:30:00
ST00111,Sunita_111,Verma_111,M,2001-08-09,CL4105,M.Tech,AI&DS,2017,6.46,Chennai,TN,India,REGULAR,2026-01-01 14:05:00
ST00112,Kavya_112,Iyer_112,M,2001-09-16,CL2420,B.Tech,DS,2019,7.29,Coimbatore,TN,India,REGULAR,2026-01-01 15:36:00
ST00113,Amit_113,Singh_113,M,2001-03-08,CL4776,B.Tech,CSE,2017,7.87,Manipal,KA,India,PREMIUM,2026-01-04 04:46:00
ST00114,Sunita_114,Verma_114,M,2001-08-09,CL2222,M.Tech,AI&DS,2024,6.46,Chennai,TN,India,REGULAR,2026-01-04 00:59:00
ST00115,Deepa_115,Patel_115,M,2001-12-03,CL4496,M.Tech,MBA,2020,8.55,Tiruchirappalli,TN,India,VIP,2026-01-03 05:32:00
ST00116,Anita_116,Sharma_116,F,2001-10-03,CL0839,B.Tech,ECE,2020,6.34,Delhi,DL,India,PREMIUM,2026-01-01 16:51:00
ST00117,Sneha_117,Nair_117,M,2001-01-07,CL2177,M.Tech,CIVIL,2019,7.79,Kattankulathur,TN,India,REGULAR,2026-01-04 01:48:00
ST00118,Sanjay_118,Kumar_118,M,2001-04-07,CL1574,M.Tech,AI&DS,2017,7.71,Chennai,TN,India,VIP,2026-01-03 06:00:00
ST00119,Meera_119,Das_119,M,2001-11-18,CL1254,MBA,IT,2023,9.75,Kattankulathur,TN,India,REGULAR,2026-01-01 09:02:00
ST00120,Sunita_120,Verma_120,M,2001-08-09,CL4368,M.Tech,AI&DS,2017,6.46,Chennai,TN,India,REGULAR,2026-01-02 10:40:00
ST00121,Vikram_121,Shah_121,M,2001-12-23,CL0964,M.Tech,BBA,2023,7.97,Delhi,DL,India,VIP,2026-01-02 09:53:00
ST00122,Karthik_122,Raj_122,F,2001-11-13,CL3500,M.Tech,IT,2020,6.2,Chennai,TN,India,VIP,2026-01-02 06:59:00
ST00123,Divya_123,Patel_123,F,2001-09-27,CL0159,M.Tech,IT,2016,8.05,Chennai,TN,India,REGULAR,2026-01-04 17:41:00
ST00124,Divya_124,Patel_124,F,2001-09-27,CL1077,M.Tech,IT,2019,8.05,Chennai,TN,India,REGULAR,2026-01-03 01:12:00
ST00125,Pooja_125,Saxena_125,M,2001-11-09,CL2629,M.Tech,CIVIL,2021,6.25,Pilani,RJ,India,PREMIUM,2026-01-04 00:38:00
ST00126,Rahul_126,Jain_126,M,2001-10-13,CL1628,MBA,CSE,2024,9.19,Kolkata,WB,India,REGULAR,2026-01-02 06:23:00
,Meera_127,,M,2001-11-18,CL1116,MBA,IT,2024,,Kattankulathur,TN,India,REGULAR,2026-01-02 05:11:00
ST00128,Vivek_128,Reddy_128,M,2001-11-10,CL0489,MBA,ECE,2020,7.85,Kolkata,WB,India,PREMIUM,2026-01-02 14:17:00
ST00129,Divya_129,Patel_129,F,2001-09-27,CL4489,M.Tech,IT,2020,8.05,Chennai,TN,India,REGULAR,2026-01-03 21:32:00
ST00130,Karthik_130,Raj_130,F,2001-11-13,CL2733,M.Tech,IT,2016,6.2,Chennai,TN,India,VIP,2026-01-02 19:33:00
ST00131,Anita_131,Sharma_131,F,2001-10-03,CL0492,B.Tech,ECE,2019,6.34,Delhi,DL,India,PREMIUM,2026-01-01 22:03:00
ST00132,Sunita_132,Verma_132,M,2001-08-09,CL4627,M.Tech,AI&DS,2018,6.46,Chennai,TN,India,REGULAR,2026-01-03 02:54:00
ST00133,Neha_133,Gupta_133,M,2001-10-25,CL0580,B.Tech,MECH,2016,7.59,Chennai,TN,India,REGULAR,2026-01-04 08:25:00
ST00134,Pooja_134,Saxena_134,M,2001-11-09,CL3843,M.Tech,CIVIL,2016,6.25,Pilani,RJ,India,PREMIUM,2026-01-04 14:13:00
ST00135,Pooja_135,Saxena_135,M,2001-11-09,CL3702,M.Tech,CIVIL,2024,6.25,Pilani,RJ,India,PREMIUM,2026-01-04 16:58:00
ST00136,Anita_136,Sharma_136,F,2001-10-03,CL2296,B.Tech,ECE,2017,6.34,Delhi,DL,India,PREMIUM,2026-01-02 12:29:00
ST00137,Neha_137,Gupta_137,M,2001-10-25,CL4448,B.Tech,MECH,2023,7.59,Chennai,TN,India,REGULAR,2026-01-04 15:46:00
ST00138,John_138,David_138,F,2001-01-07,CL0619,MBA,BBA,2025,6.56,Tiruchirappalli,TN,India,REGULAR,2026-01-01 11:14:00
ST00139,Neha_139,Gupta_139,M,2001-10-25,CL0490,B.Tech,MECH,2024,7.59,Chennai,TN,India,REGULAR,2026-01-02 18:49:00
ST00140,Rahul_140,Jain_140,M,2001-10-13,CL2750,MBA,CSE,2024,9.19,Kolkata,WB,India,REGULAR,2026-01-03 15:48:00
ST00141,Deepa_141,Patel_141,M,2001-12-03,CL1718,M.Tech,MBA,2025,8.55,Tiruchirappalli,TN,India,VIP,2026-01-02 02:43:00
ST00142,Vivek_142,Reddy_142,M,2001-11-10,CL3236,MBA,ECE,2023,7.85,Kolkata,WB,India,PREMIUM,2026-01-02 00:15:00
ST00143,John_143,David_143,F,2001-01-07,CL4635,MBA,BBA,2021,6.56,Tiruchirappalli,TN,India,REGULAR,2026-01-03 03:16:00
ST00144,Karthik_144,Raj_144,F,2001-11-13,CL2123,M.Tech,IT,2022,6.2,Chennai,TN,India,VIP,2026-01-04 04:16:00
ST00145,Sanjay_145,Kumar_145,M,2001-04-07,CL0555,M.Tech,AI&DS,2022,7.71,Chennai,TN,India,VIP,2026-01-02 12:10:00
ST00146,Divya_146,Patel_146,F,2001-09-27,CL4583,M.Tech,IT,2016,8.05,Chennai,TN,India,REGULAR,2026-01-03 22:36:00
ST00147,Kavya_147,Iyer_147,M,2001-09-16,CL2245,B.Tech,DS,2019,7.29,Coimbatore,TN,India,REGULAR,2026-01-03 05:44:00
ST00148,Pooja_148,Saxena_148,M,2001-11-09,CL0099,M.Tech,CIVIL,2021,6.25,Pilani,RJ,India,PREMIUM,2026-01-04 17:43:00
ST00149,Anita_149,Sharma_149,F,2001-10-03,CL1410,B.Tech,ECE,2020,6.34,Delhi,DL,India,PREMIUM,2026-01-02 13:43:00
ST00150,Pooja_150,Saxena_150,M,2001-11-09,CL1210,M.Tech,CIVIL,2020,6.25,Pilani,RJ,India,PREMIUM,2026-01-02 20:42:00
ST00151,Deepa_151,Patel_151,M,2001-12-03,CL1636,M.Tech,MBA,2023,8.55,Tiruchirappalli,TN,India,VIP,2026-01-03 08:47:00
ST00152,Anita_152,Sharma_152,F,2001-10-03,CL4957,B.Tech,ECE,2018,6.34,Delhi,DL,India,PREMIUM,2026-01-04 10:55:00
ST00153,Sunita_153,Verma_153,M,2001-08-09,CL0074,M.Tech,AI&DS,2022,6.46,Chennai,TN,India,REGULAR,2026-01-03 12:34:00
ST00154,Sunita_154,Verma_154,M,2001-08-09,CL4072,M.Tech,AI&DS,2017,6.46,Chennai,TN,India,REGULAR,2026-01-03 17:44:00
ST00155,Anita_155,Sharma_155,F,2001-10-03,CL3609,B.Tech,ECE,2019,6.34,Delhi,DL,India,PREMIUM,2026-01-04 03:12:00
ST00156,Kavya_156,Iyer_156,M,2001-09-16,CL2893,B.Tech,DS,2017,7.29,Coimbatore,TN,India,REGULAR,2026-01-04 05:20:00
ST00157,Divya_157,Patel_157,F,2001-09-27,CL2175,M.Tech,IT,2022,8.05,Chennai,TN,India,REGULAR,2026-01-02 03:27:00
ST00158,Vikram_158,Shah_158,M,2001-12-23,CL0268,M.Tech,BBA,2023,7.97,Delhi,DL,India,VIP,2026-01-02 03:58:00
ST00159,Karthik_159,Raj_159,F,2001-11-13,CL0895,M.Tech,IT,2024,6.2,Chennai,TN,India,VIP,2026-01-03 15:32:00
ST00160,Sunita_160,Verma_160,M,2001-08-09,CL3368,M.Tech,AI&DS,2018,6.46,Chennai,TN,India,REGULAR,2026-01-02 00:08:00
ST00161,Vivek_161,Reddy_161,M,2001-11-10,CL2946,MBA,ECE,2017,7.85,Kolkata,WB,India,PREMIUM,2026-01-03 16:41:00
ST00162,Sunita_162,Verma_162,M,2001-08-09,CL3589,M.Tech,AI&DS,2025,6.46,Chennai,TN,India,REGULAR,2026-01-03 02:36:00
ST00163,Naveen_163,Chopra_163,M,2001-10-08,CL3506,B.Tech,MBA,2024,6.91,Manipal,KA,India,PREMIUM,2026-01-01 14:12:00
ST00164,Divya_164,Patel_164,F,2001-09-27,CL3551,M.Tech,IT,2016,8.05,Chennai,TN,India,REGULAR,2026-01-03 11:16:00
ST00165,John_165,David_165,F,2001-01-07,CL1254,MBA,BBA,2024,6.56,Tiruchirappalli,TN,India,REGULAR,2026-01-03 14:19:00
ST00166,Meera_166,Das_166,M,2001-11-18,CL4421,MBA,IT,2016,9.75,Kattankulathur,TN,India,REGULAR,2026-01-02 13:12:00
ST00167,Divya_167,Patel_167,F,2001-09-27,CL0045,M.Tech,IT,2016,8.05,Chennai,TN,India,REGULAR,2026-01-02 11:40:00
ST00168,Sneha_168,Nair_168,M,2001-01-07,CL4543,M.Tech,CIVIL,2016,7.79,Kattankulathur,TN,India,REGULAR,2026-01-01 22:44:00
ST00169,Arjun_169,Mehta_169,F,2001-09-28,CL2427,M.Tech,MBA,2024,9.28,Pune,MH,India,REGULAR,2026-01-03 22:38:00
ST00170,Vivek_170,Reddy_170,M,2001-11-10,CL0179,MBA,ECE,2019,7.85,Kolkata,WB,India,PREMIUM,2026-01-02 12:41:00
ST00171,Divya_171,Patel_171,F,2001-09-27,CL2040,M.Tech,IT,2021,8.05,Chennai,TN,India,REGULAR,2026-01-04 16:01:00
ST00172,Lakshmi_172,Menon_172,M,2001-10-16,CL2201,M.Tech,EEE,2023,8.46,Hyderabad,TS,India,PREMIUM,2026-01-02 03:32:00
,Sneha_173,,M,2001-01-07,CL1707,M.Tech,CIVIL,2023,,Kattankulathur,TN,India,REGULAR,2026-01-04 06:40:00
ST00174,Sanjay_174,Kumar_174,M,2001-04-07,CL0886,M.Tech,AI&DS,2023,7.71,Chennai,TN,India,VIP,2026-01-03 05:21:00
ST00175,Vikram_175,Shah_175,M,2001-12-23,CL4417,M.Tech,BBA,2024,7.97,Delhi,DL,India,VIP,2026-01-01 12:32:00
