STUDENT_ID,FIRST_NAME,LAST_NAME,GENDER,DOB,COLLEGE_ID,PROGRAM,BRANCH,GRAD_YEAR,CGPA,CITY,STATE,COUNTRY,SEGMENT,UPDATED_AT
,Priya,Iyer,F,2005-05-30,CL0009,BTech,EEE,2023.0,8.69,Mumbai,TS,India,Below Average,2023-04-30 00:00:00
,Rahul,Iyer,M,2002-08-06,CL0030,MBA,ECE,2020.0,8.46,Chennai,KA,India,Top,2020-01-31 00:00:00
ST00072,Rahul,Patel,F,12-31-2020,CL0032,MTech,EEE,2018.0,8.66,Chennai,DL,India,Below Average,
ST00073,Amit,Iyer,M,2005-08-10,CL0189,MTech,CE,2023.0,6.95,,KA,India,Below Average,2023-10-22 00:00:00
,Amit,Patel,M,2007-03-31,CL0121,MBA,ME,2025.0,9.48,Bangalore,DL,India,Average,2025-11-22 00:00:00
ST00075,Amit,Reddy,F,2005-07-29,CL0086,MTech,CSE,,9.26,Chennai,MH,India,Below Average,2023-09-11 00:00:00
ST00076,Priya,Reddy,M,12-31-2020,CL0023,,EEE,2020.0,7.23,Mumbai,DL,India,Top,2020-12-02 00:00:00
ST00077,Anita,Reddy,M,2006-04-07,CL0133,MTech,,2024.0,8.87,Mumbai,TS,India,Top,2024-05-16 00:00:00
ST00078,Ravi,Patel,F,2006-12-24,CL0125,,CSE,2024.0,9.7,Delhi,KA,India,Below Average,2024-03-22 00:00:00
ST00079,Neha,Kumar,F,2002-02-17,CL0058,BTech,ME,2020.0,9.6,Bangalore,,India,Below Average,2020-05-29 00:00:00
ST00080,Priya,Patel,F,12-31-2020,CL0121,BTech,ME,2024.0,8.09,Mumbai,KA,India,Below Average,2024-09-17 00:00:00
ST00081,Rahul,Kumar,,2000-07-31,CL0088,MBA,EEE,2018.0,9.12,Chennai,TN,India,Below Average,2018-10-24 00:00:00
ST00082,Rahul,Sharma,F,2005-10-03,CL0124,MTech,EEE,2023.0,8.1,Delhi,MH,India,Average,
ST00083,Priya,Sharma,F,2001-04-30,CL0199,,CSE,2019.0,7.21,Mumbai,MH,India,Average,2019-12-06 00:00:00
ST00084,Anita,Kumar,M,12-31-2020,CL0152,MTech,CSE,2018.0,,Mumbai,TS,India,Below Average,2018-08-22 00:00:00
ST00085,Priya,Sharma,F,1998-12-02,CL0040,BTech,ME,2016.0,8.97,Chennai,,India,Below Average,2016-12-20 00:00:00
ST00086,Priya,Kumar,F,2004-12-11,CL0137,MTech,EEE,2022.0,8.38,Mumbai,,India,Top,2022-11-13 00:00:00
ST00087,Ravi,Patel,M,,CL0112,BTech,CSE,2017.0,7.69,Chennai,TS,India,Top,2017-06-16 00:00:00
ST00088,Suresh,Patel,F,12-31-2020,CL0038,BTech,CE,2016.0,7.57,Bangalore,,India,Top,2016-02-10 00:00:00
ST00089,Rahul,Reddy,M,2007-09-12,CL0150,BTech,ECE,2025.0,7.75,Chennai,,India,Average,2025-12-08 00:00:00
ST00090,Rahul,Reddy,F,1998-12-13,CL0140,BTech,CSE,2016.0,7.68,,DL,India,Average,2016-11-23 00:00:00
ST00091,Priya,Patel,F,2004-06-03,CL0051,MTech,ME,2022.0,6.41,Mumbai,,India,Average,2022-10-22 00:00:00
ST00092,Priya,Patel,M,12-31-2020,CL0102,MTech,CSE,,8.15,Hyderabad,DL,India,Below Average,2020-09-11 00:00:00
ST00093,Rahul,Sharma,F,2002-04-23,CL0163,BTech,CE,2020.0,6.95,Bangalore,TS,,Below Average,2020-11-26 00:00:00
ST00094,Suresh,Reddy,M,1998-10-24,CL0094,MBA,ECE,2016.0,6.34,Chennai,TN,,Below Average,2016-07-31 00:00:00
ST00095,Ravi,Sharma,F,2000-09-28,CL0129,MTech,ECE,,6.98,Mumbai,TN,India,Below Average,2018-06-23 00:00:00
ST00096,Anita,,M,12-31-2020,CL0174,MBA,ME,2017.0,9.68,Delhi,TN,India,Top,2017-07-22 00:00:00
ST00097,Suresh,Iyer,M,1998-08-21,,MBA,EEE,2016.0,8.22,Chennai,TS,India,Below Average,2016-04-29 00:00:00
ST00098,Amit,Iyer,F,2005-11-09,CL0057,MBA,CSE,2023.0,,Mumbai,TN,India,Below Average,2023-07-29 00:00:00
ST00099,Ravi,Kumar,M,1999-06-05,CL0127,BTech,CSE,2017.0,6.89,Delhi,KA,India,Average,
ST00100,Priya,Iyer,F,12-31-2020,CL0191,MBA,ECE,2021.0,9.36,Hyderabad,MH,India,Below Average,
ST00101,Amit,Patel,M,2002-08-16,,BTech,EEE,2020.0,6.38,Chennai,DL,India,Below Average,2020-07-02 00:00:00
ST00102,,Patel,M,1998-03-04,CL0117,BTech,ECE,2016.0,8.44,Delhi,TS,India,Top,2016-06-19 00:00:00
ST00103,Ravi,Iyer,M,2001-02-05,CL0196,MBA,ECE,2019.0,8.23,Bangalore,TN,India,,2019-11-02 00:00:00
ST00104,Suresh,Sharma,M,12-31-2020,CL0065,BTech,CSE,2016.0,,Hyderabad,KA,India,Top,2016-07-02 00:00:00
ST00105,,Patel,M,2001-03-31,CL0068,BTech,ECE,2019.0,8.82,Delhi,TS,India,Below Average,2019-02-02 00:00:00
ST00106,Anita,Patel,M,2005-08-20,CL0129,BTech,CE,2023.0,6.16,,TN,India,Average,2023-11-26 00:00:00
ST00107,,Reddy,F,1998-08-07,CL0176,BTech,ME,2016.0,8.71,Mumbai,TS,India,Top,2016-06-13 00:00:00
,Ravi,Kumar,M,12-31-2020,CL0160,MBA,CE,2025.0,8.08,Chennai,MH,India,Below Average,2025-09-29 00:00:00
ST00109,Anita,Iyer,F,2002-02-20,CL0180,,CE,2020.0,8.74,Bangalore,MH,India,Average,2020-04-26 00:00:00
ST00110,Suresh,Reddy,F,2004-07-31,CL0187,BTech,EEE,,7.62,Chennai,TN,India,Top,2022-12-18 00:00:00
ST00111,Amit,Kumar,M,2005-02-17,CL0111,BTech,EEE,2023.0,9.08,Delhi,TS,India,,2023-10-15 00:00:00
ST00112,Suresh,Kumar,F,12-31-2020,CL0171,MTech,CSE,2024.0,9.68,,TN,India,Average,2024-02-23 00:00:00
ST00113,Neha,Sharma,M,2007-12-03,CL0124,BTech,CSE,2025.0,,Delhi,TN,India,Top,2025-05-23 00:00:00
ST00114,Ravi,Reddy,M,2007-11-08,CL0169,MBA,EEE,2025.0,6.11,Chennai,,India,Average,2025-06-29 00:00:00
ST00115,,Sharma,F,1998-02-05,CL0037,MBA,CSE,2016.0,6.35,Delhi,KA,India,Average,2016-08-02 00:00:00
ST00116,,Sharma,F,12-31-2020,CL0185,MTech,CE,2023.0,8.27,Hyderabad,KA,India,Top,2023-11-13 00:00:00
,Priya,Kumar,F,1998-08-15,CL0170,MTech,ME,2016.0,8.31,Mumbai,TN,India,Top,2016-09-19 00:00:00
ST00118,Suresh,Reddy,M,1999-05-26,CL0174,MBA,CE,2017.0,7.85,,TS,India,Top,2017-07-22 00:00:00
ST00119,Amit,Kumar,M,2007-06-04,,BTech,EEE,2025.0,7.1,Hyderabad,TS,India,Average,2025-08-09 00:00:00
ST00120,Ravi,Reddy,M,12-31-2020,CL0144,MBA,EEE,2018.0,,Hyderabad,MH,India,Top,2018-08-24 00:00:00
ST00121,Rahul,Patel,F,1999-10-21,CL0104,MBA,ME,2017.0,7.1,Mumbai,TS,India,,2017-03-29 00:00:00
ST00122,Anita,Patel,,2007-08-12,CL0028,BTech,ME,2025.0,8.24,Delhi,TS,India,Average,2025-06-08 00:00:00
,Ravi,Patel,M,2003-02-09,CL0131,MBA,CSE,2021.0,8.02,Bangalore,TN,India,Average,2021-11-27 00:00:00
ST00124,Ravi,Kumar,M,12-31-2020,CL0051,BTech,CE,2018.0,6.58,Hyderabad,KA,India,,2018-09-10 00:00:00
ST00125,Rahul,Iyer,F,2005-12-15,CL0145,MBA,,2023.0,7.23,Chennai,KA,India,Average,2023-02-04 00:00:00
ST00126,Anita,Patel,F,2005-10-30,CL0015,MTech,CE,,6.28,Mumbai,MH,India,Top,2023-01-30 00:00:00
ST00127,Rahul,Patel,M,2003-11-27,CL0024,MBA,CE,2021.0,7.93,Mumbai,DL,,Below Average,2021-01-22 00:00:00
ST00128,Rahul,Iyer,,12-31-2020,CL0155,MTech,CE,2023.0,6.57,Hyderabad,MH,India,Top,2023-06-25 00:00:00
ST00129,Neha,Sharma,M,1999-05-07,CL0182,MTech,ME,2017.0,7.99,Delhi,,India,Average,2017-07-10 00:00:00
,Anita,Reddy,F,2002-12-14,CL0154,BTech,EEE,2020.0,6.25,Hyderabad,DL,India,Below Average,2020-07-16 00:00:00
ST00131,,Iyer,M,2002-06-20,CL0021,MBA,ECE,2020.0,9.48,Chennai,MH,India,Top,2020-10-31 00:00:00
ST00132,Suresh,Iyer,F,12-31-2020,CL0085,,CE,2017.0,6.36,Mumbai,DL,India,Average,2017-01-10 00:00:00
ST00133,Suresh,,M,2003-06-24,CL0197,MTech,ECE,2021.0,6.86,Bangalore,KA,India,Top,2021-06-01 00:00:00
ST00134,Neha,Iyer,M,1999-12-05,CL0087,MBA,ECE,2017.0,,Bangalore,KA,India,Top,2017-12-21 00:00:00
ST00135,Rahul,Sharma,F,2007-01-23,CL0106,MTech,ECE,,9.68,Delhi,TN,India,Below Average,2025-08-18 00:00:00
ST00136,Neha,Sharma,F,12-31-2020,CL0050,MTech,CE,,9.74,Mumbai,TN,India,Average,2019-09-15 00:00:00
ST00137,Anita,Sharma,M,2006-11-06,,MTech,CSE,2024.0,8.44,Chennai,DL,India,Top,2024-12-30 00:00:00
ST00138,Rahul,Kumar,F,2006-02-12,CL0196,BTech,EEE,2024.0,7.71,Delhi,,India,Average,2024-02-16 00:00:00
ST00139,Rahul,Reddy,F,2001-01-14,CL0107,BTech,,2019.0,7.91,Bangalore,MH,India,Top,2019-07-11 00:00:00
ST00140,Amit,Patel,M,12-31-2020,CL0086,BTech,,2019.0,6.15,Mumbai,KA,India,Below Average,2019-08-29 00:00:00
ST00141,Neha,Kumar,M,,CL0066,BTech,ECE,2023.0,8.09,Delhi,DL,India,Average,2023-02-26 00:00:00
ST00142,Ravi,Patel,M,,CL0062,MTech,CE,2020.0,7.74,Hyderabad,MH,India,Below Average,2020-10-01 00:00:00
ST00143,Priya,Iyer,M,1998-03-15,CL0075,MTech,CSE,,8.34,Bangalore,DL,India,Average,2016-04-05 00:00:00
ST00144,Neha,Patel,M,12-31-2020,CL0140,MBA,CE,2017.0,8.11,Mumbai,,India,Top,2017-11-22 00:00:00
ST00145,Suresh,Patel,,2004-07-01,CL0018,MTech,ECE,2022.0,8.79,Hyderabad,DL,India,Below Average,2022-06-20 00:00:00
,Amit,Patel,F,2000-11-25,CL0045,MBA,ME,2018.0,9.73,Mumbai,KA,India,Top,2018-02-02 00:00:00
ST00147,Amit,Patel,M,2005-01-23,CL0052,BTech,EEE,2023.0,9.55,Delhi,MH,India,,2023-08-31 00:00:00
ST00148,Amit,Sharma,F,12-31-2020,CL0200,BTech,EEE,2020.0,7.04,Chennai,,India,Average,2020-08-13 00:00:00
ST00149,Suresh,Sharma,F,2004-12-20,CL0128,MTech,,2022.0,7.01,Hyderabad,MH,India,Top,2022-08-09 00:00:00
ST00150,Rahul,Sharma,F,2007-06-14,,BTech,EEE,2025.0,8.51,Chennai,MH,India,Below Average,2025-08-07 00:00:00
ST00151,Priya,Reddy,F,2000-08-16,CL0011,MBA,EEE,2018.0,8.34,Mumbai,,India,Below Average,2018-01-30 00:00:00
ST00152,Priya,Reddy,F,12-31-2020,CL0192,MBA,ECE,2017.0,9.62,Bangalore,DL,India,,2017-08-13 00:00:00
ST00153,Ravi,Kumar,M,1998-11-27,,MTech,ME,2016.0,9.61,Hyderabad,DL,India,Top,2016-12-13 00:00:00
ST00154,Suresh,Patel,F,2005-02-09,CL0147,BTech,CE,,7.39,Chennai,TN,India,Top,2023-02-28 00:00:00
ST00155,Priya,Sharma,F,1998-09-23,CL0100,MBA,CSE,2016.0,6.99,Chennai,MH,,Top,2016-11-09 00:00:00
ST00156,Priya,Reddy,M,12-31-2020,CL0035,BTech,ME,2020.0,6.66,Mumbai,,India,Below Average,2020-06-12 00:00:00
ST00157,Priya,Kumar,F,,CL0041,MBA,ECE,2021.0,9.02,Delhi,KA,India,Top,2021-04-13 00:00:00
ST00158,Ravi,Reddy,M,2000-07-03,CL0142,MBA,EEE,2018.0,7.78,,KA,India,Below Average,2018-02-14 00:00:00
ST00159,Suresh,Reddy,F,1999-09-27,CL0106,MTech,CE,,6.28,Chennai,TS,India,Average,2017-08-27 00:00:00
ST00160,Suresh,Sharma,M,12-31-2020,CL0111,MBA,CSE,2024.0,9.16,Delhi,KA,,Average,2024-03-25 00:00:00
ST00161,Suresh,Sharma,F,2000-09-22,,BTech,EEE,2018.0,6.75,Delhi,TN,India,Top,2018-11-17 00:00:00
ST00162,Neha,Iyer,M,2002-09-15,CL0165,BTech,CE,2020.0,,Bangalore,KA,India,Below Average,2020-11-15 00:00:00
ST00163,Suresh,,M,2007-01-15,CL0021,BTech,CE,2025.0,7.01,Bangalore,DL,India,Average,2025-11-13 00:00:00
ST00164,Anita,Iyer,F,12-31-2020,CL0078,MTech,ECE,2016.0,9.06,Mumbai,,India,Average,2016-02-07 00:00:00
ST00165,Ravi,Reddy,,1998-09-05,CL0119,BTech,EEE,2016.0,8.31,Chennai,TN,India,Below Average,2016-06-25 00:00:00
ST00166,,Patel,M,2004-06-12,CL0062,MTech,CSE,2022.0,7.02,Bangalore,KA,India,Top,2022-01-26 00:00:00
ST00167,Anita,Iyer,,2002-05-08,CL0041,MTech,CE,2020.0,8.74,Bangalore,KA,India,Average,2020-09-20 00:00:00
ST00168,Anita,Patel,F,12-31-2020,CL0024,MTech,CE,,7.74,Bangalore,KA,India,Below Average,2023-06-30 00:00:00
ST00169,Amit,Patel,F,1998-11-02,CL0168,MBA,,2016.0,7.09,Hyderabad,TS,India,Average,2016-03-09 00:00:00
,Priya,Patel,F,2002-07-07,CL0012,MTech,CSE,2020.0,8.17,Bangalore,TN,India,Below Average,2020-05-27 00:00:00
ST00171,Anita,Iyer,F,,CL0072,MBA,CE,2017.0,6.45,Hyderabad,MH,India,Average,2017-06-23 00:00:00
ST00172,Suresh,Sharma,M,12-31-2020,CL0131,MTech,CE,2024.0,6.15,,KA,India,Below Average,2024-06-19 00:00:00
ST00173,Neha,Reddy,M,2005-11-07,CL0132,BTech,EEE,2023.0,9.54,Chennai,KA,India,,2023-11-12 00:00:00
ST00174,Neha,,F,2002-12-29,CL0145,MTech,ME,2020.0,9.1,Chennai,TN,India,Below Average,2020-02-26 00:00:00
ST00175,Neha,Patel,M,2004-11-01,,MTech,CE,2022.0,8.2,Hyderabad,DL,India,Average,2022-03-29 00:00:00
ST00176,Priya,Iyer,F,12-31-2020,CL0175,BTech,CSE,2024.0,8.18,Hyderabad,KA,India,Top,
ST00177,,Sharma,F,2003-12-20,CL0053,MTech,CE,2021.0,8.94,Mumbai,TS,India,Below Average,2021-03-12 00:00:00
ST00178,Ravi,Iyer,F,2006-12-06,CL0123,MBA,ME,2024.0,7.19,Bangalore,,India,Below Average,2024-06-24 00:00:00
ST00179,Suresh,Patel,F,2006-04-09,CL0064,MTech,CE,2024.0,7.13,Chennai,TN,India,Below Average,
ST00180,Suresh,Reddy,F,12-31-2020,,MTech,EEE,2023.0,6.46,Delhi,MH,India,Average,2023-06-26 00:00:00
ST00181,Suresh,Kumar,F,2000-12-31,CL0021,MTech,ME,,8.49,Mumbai,KA,India,Top,2018-10-03 00:00:00
ST00182,Neha,Patel,M,2002-02-25,CL0158,MBA,,2020.0,6.91,Hyderabad,DL,India,Top,2020-11-22 00:00:00
,Amit,Kumar,F,2001-06-19,CL0184,MTech,CSE,2019.0,8.59,Bangalore,TS,India,Below Average,2019-03-22 00:00:00
ST00184,Priya,Reddy,F,12-31-2020,CL0052,MTech,EEE,2022.0,7.08,Hyderabad,,India,Below Average,2022-10-21 00:00:00
ST00185,Neha,Kumar,M,2001-08-02,CL0046,BTech,ME,2019.0,,Bangalore,TN,India,Top,2019-01-05 00:00:00
ST00186,Neha,Iyer,M,2002-06-21,CL0073,MTech,CE,2020.0,7.99,Bangalore,DL,India,,2020-05-19 00:00:00
ST00187,Rahul,Kumar,F,2001-03-25,CL0188,MTech,,2019.0,8.73,Hyderabad,TN,India,Average,2019-10-18 00:00:00
ST00188,Ravi,Iyer,F,12-31-2020,CL0132,MTech,CSE,,7.52,Hyderabad,KA,India,Top,2019-09-02 00:00:00
ST00189,Ravi,Kumar,F,2003-07-16,CL0061,MTech,,2021.0,9.63,Chennai,DL,India,Below Average,2021-10-21 00:00:00
ST00190,Suresh,,M,1998-02-01,CL0171,BTech,ME,2016.0,7.17,Mumbai,DL,India,Below Average,2016-06-08 00:00:00
ST00191,Priya,Patel,F,1999-11-11,CL0057,BTech,ECE,2017.0,7.82,,DL,India,Average,2017-08-01 00:00:00
ST00192,Anita,,M,12-31-2020,CL0175,MBA,CSE,2024.0,8.0,Delhi,TN,India,Top,2024-10-15 00:00:00
ST00193,Amit,Iyer,,1999-10-21,CL0138,BTech,ECE,2017.0,7.25,Delhi,MH,India,Top,2017-12-15 00:00:00
ST00194,Priya,Iyer,F,2001-02-16,,MTech,CSE,2019.0,7.72,Delhi,MH,India,Average,2019-10-16 00:00:00
ST00195,Neha,Reddy,F,1998-01-12,CL0102,MTech,CSE,,8.83,Delhi,TS,India,Top,2016-08-04 00:00:00
ST00196,Priya,Kumar,M,12-31-2020,CL0121,BTech,EEE,2021.0,,Bangalore,MH,India,Average,2021-07-15 00:00:00
ST00197,,Reddy,F,2005-02-11,CL0175,MBA,CE,2023.0,6.51,Chennai,TS,India,Top,2023-10-03 00:00:00
ST00198,Neha,Sharma,M,,CL0194,BTech,EEE,2022.0,7.76,Delhi,MH,India,Below Average,2022-07-14 00:00:00
ST00199,Ravi,Reddy,F,2001-03-21,CL0071,BTech,CSE,2019.0,6.12,,DL,India,Top,2019-05-04 00:00:00
